#name, Beyla, Bo, Bombali, Bomi, Conakry, Coyah, Dalaba, Dubreka, Faranah, Forecariah, Gbarpolu, GrandBassa, GrandCapeMount, Gueckedou, Kailahun, Kambia, Kankan, Kenema, Kerouane, Kindia, Kissidougou, Koinadugu, Kono, Kouroussa, Lofa, Macenta, Margibi, Montserrado, Moyamba, Nimba, Nzerekore, PortLoko, Pujehun, Siguiri, Sinoe, Tonkolili, WesternRural, WesternUrban
EBOV|1331|KR534548|GIN|Kerouane|2014-10-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|PL5294|KU296764|SLE|Kambia|2015-03-24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|PL4432|KU296481|SLE|Kambia|2015-03-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000041, 1.6402655457300329e-52, 2.2973060245508862e-52, 9.580675407737129e-53, 1.624793493266742e-52, 9.577798165763927e-51, 9.077307581864415e-50, 1.2506647507205881e-52, 1.664644478169438e-52, 7.426943292927101e-52, 1.3212848585270505e-52, 1.2339430589683634e-52, 5.035313734189705e-52, 7.867707682498563e-53, 1.0, 2.3263434257023017e-38, 1.7228215277268862e-52, 5.284133434473116e-52, 1.47483151954428e-51, 1.2639647766278383e-51, 7.817339427131921e-53, 9.17641206194976e-38, 1.3545419438997836e-52, 1.0532904824140075e-52, 1.6060770769708843e-52, 2.1185742998417528e-51, 6.187779766024617e-32, 8.174252852956553e-52, 5.205776754714913e-52, 1.680888781108854e-52, 1.2660211954558748e-52, 3.1656290374671456e-52, 2.1682866340370024e-53, 3.0267775959080942e-52, 6.932588404766077e-48, 1.6055086468885516e-52, 3.1002021470008265e-52, 2.3086487707264842e-52, 1.0603200118610196e-54
EBOV|EM_079578|KR817201|GIN|Gueckedou|2014-04-18, 0.027986694077987217, 0.022088943178144603, 0.009380066200533114, 0.027996617608580056, 0.018951908984809234, 0.030497778143666898, 0.0260775736352489, 0.027971235580430593, 0.023812603710758433, 0.029230433917179926, 0.02608996182036275, 0.023440134427252634, 0.02672190791207895, 0.17108396006738688, 0.007452316543311994, 0.013759563534021718, 0.028686865824046823, 0.01164186823761185, 0.026158780792760468, 0.02839581062755997, 0.03367398060589058, 0.02477096581425386, 0.020445402579530054, 0.02800872824575733, 0.019375556482496253, 0.027425960044423846, 0.021055969989497804, 0.017373987646998764, 0.018335203611404994, 0.026066331850754992, 0.021882841934582762, 0.010866514046831295, 0.021911943975768088, 0.03081270160938907, 0.028009090939396512, 0.02120159745223465, 0.011584128755688382, 0.009774069591367568
EBOV|EM_079429|KR817190|GIN|Gueckedou|2014-04-02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|EM_079914|KR817225|GIN|Gueckedou|2014-06-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|EM_079750|KR817213|GIN|Gueckedou|2014-05-21, 0.011650608720313257, 0.009250642812853177, 0.003793801570947684, 0.01165282037847111, 0.007813153982827564, 0.014905443178384296, 0.010913416159367634, 0.0116471617765123, 0.009923410324247645, 0.012115151188663423, 0.010916051228743676, 0.009818712143080787, 0.011166929138181412, 0.6355550342631666, 0.005705784844148122, 0.005598922269348617, 0.011832360047241794, 0.004916540204651084, 0.010812912656975895, 0.011819741543984545, 0.020070555086347037, 0.010338386159670906, 0.008492685588261955, 0.011655515095903199, 0.008154855785471586, 0.01781544753452166, 0.00885239328447452, 0.007316804634176062, 0.007654035190003494, 0.010911021978921027, 0.009215372786882996, 0.004268919753719298, 0.009220424369416034, 0.0153404839755523, 0.011655592291477597, 0.008906287133790807, 0.004748247468584453, 0.003574373450714373
EBOV|EM_079444|KR817193|GIN|Kissidougou|2014-04-02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|EM_079464|KR817195|GIN|Macenta|2014-04-04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|EM_079702|KR817210|GIN|Gueckedou|2014-05-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|EM_079775|KR817216|GIN|Gueckedou|2014-05-24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|EM_079413|KR817184|GIN|Gueckedou|2014-03-31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|EM_079913|KR817224|GIN|Gueckedou|2014-06-09, 3.3399216128987655e-05, 2.6594275514377998e-05, 1.0564360331306282e-05, 3.340297287217261e-05, 2.1847829285238146e-05, 4.610160031371112e-05, 3.14126337845501e-05, 3.3393360266636765e-05, 2.8364309307105903e-05, 3.4657400750636544e-05, 3.141676335572669e-05, 2.8189609248756114e-05, 3.2139219934883306e-05, 0.9989262717712108, 2.165632375364512e-05, 1.5698271083715172e-05, 3.356854759232536e-05, 1.3983256206467149e-05, 3.065372902359429e-05, 3.392256863591582e-05, 6.730825242848237e-05, 2.970520944055943e-05, 2.4348926270096863e-05, 3.340754105118697e-05, 2.336454727581391e-05, 6.050610171659063e-05, 2.543093892739261e-05, 2.1024847638623497e-05, 2.197972360529652e-05, 3.1408876046941954e-05, 2.6562220000580813e-05, 1.170618953885586e-05, 2.656696795328786e-05, 4.7717962001412006e-05, 3.3407662517885056e-05, 2.5631601030207475e-05, 1.3328840322431377e-05, 9.355573633700425e-06
EBOV|EM_079753|KR817214|GIN|Gueckedou|2014-05-22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|Kissidougou-C15|KJ660346|GIN|Kissidougou|2014-03-17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|531|KR534510|GIN|Kouroussa|2014-07-27, 3.3399216128987655e-05, 2.6594275514377998e-05, 1.0564360331306282e-05, 3.340297287217261e-05, 2.1847829285238146e-05, 4.610160031371112e-05, 3.14126337845501e-05, 3.3393360266636765e-05, 2.8364309307105903e-05, 3.4657400750636544e-05, 3.141676335572669e-05, 2.8189609248756114e-05, 3.2139219934883306e-05, 0.9989262717712108, 2.165632375364512e-05, 1.5698271083715172e-05, 3.356854759232536e-05, 1.3983256206467149e-05, 3.065372902359429e-05, 3.392256863591582e-05, 6.730825242848237e-05, 2.970520944055943e-05, 2.4348926270096863e-05, 3.340754105118697e-05, 2.336454727581391e-05, 6.050610171659063e-05, 2.543093892739261e-05, 2.1024847638623497e-05, 2.197972360529652e-05, 3.1408876046941954e-05, 2.6562220000580813e-05, 1.170618953885586e-05, 2.656696795328786e-05, 4.7717962001412006e-05, 3.3407662517885056e-05, 2.5631601030207475e-05, 1.3328840322431377e-05, 9.355573633700425e-06
EBOV|EM_080063|KR817230|GIN|Gueckedou|2014-06-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|EM_079915|KR817226|GIN|Gueckedou|2014-06-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|EM_079685|KR817209|GIN|Gueckedou|2014-05-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|EM_080141|KR817237|GIN|Gueckedou|2014-06-25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|EM_079405|KR817180|GIN|Gueckedou|2014-03-28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|EM_079434|KR817191|GIN|Macenta|2014-04-02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|EM_079497|KR817196|GIN|Gueckedou|2014-04-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|EM_079911|KR817222|GIN|Gueckedou|2014-06-09, 3.3399216128987655e-05, 2.6594275514377998e-05, 1.0564360331306282e-05, 3.340297287217261e-05, 2.1847829285238146e-05, 4.610160031371112e-05, 3.14126337845501e-05, 3.3393360266636765e-05, 2.8364309307105903e-05, 3.4657400750636544e-05, 3.141676335572669e-05, 2.8189609248756114e-05, 3.2139219934883306e-05, 0.9989262717712108, 2.165632375364512e-05, 1.5698271083715172e-05, 3.356854759232536e-05, 1.3983256206467149e-05, 3.065372902359429e-05, 3.392256863591582e-05, 6.730825242848237e-05, 2.970520944055943e-05, 2.4348926270096863e-05, 3.340754105118697e-05, 2.336454727581391e-05, 6.050610171659063e-05, 2.543093892739261e-05, 2.1024847638623497e-05, 2.197972360529652e-05, 3.1408876046941954e-05, 2.6562220000580813e-05, 1.170618953885586e-05, 2.656696795328786e-05, 4.7717962001412006e-05, 3.3407662517885056e-05, 2.5631601030207475e-05, 1.3328840322431377e-05, 9.355573633700425e-06
EBOV|EM_079731|KR817211|GIN|Gueckedou|2014-05-18, 3.3399216128987655e-05, 2.6594275514377998e-05, 1.0564360331306282e-05, 3.340297287217261e-05, 2.1847829285238146e-05, 4.610160031371112e-05, 3.14126337845501e-05, 3.3393360266636765e-05, 2.8364309307105903e-05, 3.4657400750636544e-05, 3.141676335572669e-05, 2.8189609248756114e-05, 3.2139219934883306e-05, 0.9989262717712108, 2.165632375364512e-05, 1.5698271083715172e-05, 3.356854759232536e-05, 1.3983256206467149e-05, 3.065372902359429e-05, 3.392256863591582e-05, 6.730825242848237e-05, 2.970520944055943e-05, 2.4348926270096863e-05, 3.340754105118697e-05, 2.336454727581391e-05, 6.050610171659063e-05, 2.543093892739261e-05, 2.1024847638623497e-05, 2.197972360529652e-05, 3.1408876046941954e-05, 2.6562220000580813e-05, 1.170618953885586e-05, 2.656696795328786e-05, 4.7717962001412006e-05, 3.3407662517885056e-05, 2.5631601030207475e-05, 1.3328840322431377e-05, 9.355573633700425e-06
EBOV|EM_079749|KR817212|GIN|Gueckedou|2014-05-21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|EM_079442|KR817192|GIN|Gueckedou|2014-04-03, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|517|KR534509|GIN|Siguiri|2014-07-24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
EBOV|EM_079681|KR817208|GIN|Gueckedou|2014-05-11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|EM_079404|KR817179|GIN|Gueckedou|2014-03-28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|EM_079622|KR817203|GIN|Gueckedou|2014-04-28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|EM_000500|KR817076|GIN|Macenta|2014-09-13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
EBOV|EM_079421|KR817186|GIN|Macenta|2014-03-30, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
